id;user_id;dia;categoria;pedir_ajuste;ajuste_finalizado;observacao;created_at;updated_at;deleted_at
104d5593-b277-4538-900e-533d9832b8f0;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-11-05;home_office;0;0;;2025-11-05 11:06:01;2025-11-13 13:54:16;
11dd190a-1d63-44ab-9aa1-6d0123a207bd;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-06-26;home_office;1;1;S12:47E13:06ETA20Min;2025-06-26 08:03:15;2025-07-03 08:02:16;
13025b6c-1024-4c8e-8d1d-168e4bc57c4c;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-04-02;presencial;0;0;;2025-04-02 08:04:54;2025-04-02 12:35:06;
14f93087-2953-40ad-96b0-218fd3518199;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-01-27;home_office;0;0;Fui a Maricá E08:30S10:14E12:05S13:46E14:47S19:30;2025-01-27 08:39:53;2025-01-27 08:39:53;
15521860-24de-465c-940a-6807d38e7e3f;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-11-07;presencial;0;0;;2025-11-07 11:07:18;2025-11-10 13:29:17;
15cb0ae6-20ce-4d0f-94d9-371742066e76;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-12-30;home_office;0;0;;2024-12-30 08:05:38;2024-12-30 08:05:38;
15f57f6d-6a7d-4cff-bf4d-7528af6340ad;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-07-18;home_office;0;0;;2025-07-18 12:49:56;2025-07-18 12:49:56;
171e0d88-1879-41e0-8a9b-18772893a1e2;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-06-17;presencial;0;0;;2025-06-17 08:22:33;2025-06-17 08:22:41;
17aa8bb1-f12a-4915-a311-fec33d748acc;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-02-07;home_office;0;0;Saí na hora do almoço para a viagem do Cascatinha.;2025-02-07 08:03:31;2025-02-07 08:03:31;
17b865f0-ab4c-4ed0-96a9-4c4750440b2d;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-02-03;home_office;0;0;;2025-02-03 08:03:04;2025-02-03 08:03:04;
17f9a863-8080-47d9-9251-f3cf4c957bac;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-09-25;home_office;0;0;;2025-09-25 11:05:30;2025-09-25 11:05:30;
180f4e9a-9df1-4b5b-af53-d19bd52f9856;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-10-01;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
19866254-7f5a-4121-8ab1-e917687382e9;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-03-10;home_office;0;0;;2025-03-10 08:01:14;2025-03-10 08:01:14;
19895309-3315-498e-a254-b434e88f5bba;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-11-07;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
1d1c39f8-2b51-4ca1-b87e-0c0ba1c02d67;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-07-22;home_office;0;0;;2025-07-22 08:02:12;2025-07-22 08:02:12;
1d5d25f1-3c89-440a-a83d-13130a53be20;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-04-17;home_office;0;0;;2025-04-17 08:02:55;2025-04-17 08:02:55;
1db07ca9-6d1f-4a98-84b8-ffc0e0b56103;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-07-21;presencial;0;0;;2025-07-21 08:01:03;2025-07-21 10:37:27;
1dddacbf-8976-4979-a1e7-1e12fbab2db1;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-12-26;home_office;0;0;;2024-12-26 08:02:17;2024-12-26 08:02:17;
2015f5c0-2384-4694-bd13-265748174e5f;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-04-29;presencial;0;0;;2025-04-29 08:27:43;2025-04-29 08:27:43;
20812627-edec-4f8a-98f4-8525db7cde5c;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-09-02;home_office;0;0;;2025-09-02 11:05:18;2025-09-02 11:05:18;
2112e2a9-4463-4b46-9d87-74b2fb50fae2;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-04-24;home_office;0;0;Intervalo Opicional Diana Escola;2025-04-24 08:02:26;2025-04-24 13:22:58;
23cb46e1-52ec-46fb-88a0-c2e8f5d93e90;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-08-19;presencial;0;0;;2025-08-19 08:41:20;2025-08-19 08:41:36;
26b2b071-ec53-4a2d-bbf2-4c43489c544b;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-10-18;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
275e4fdb-8338-4cda-af50-3c6131ecef99;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-10-20;home_office;0;0;;2025-10-20 11:04:07;2025-10-21 03:06:16;
28e41738-5608-4e3b-966b-3b6fea389895;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-12-11;home_office;1;1;Almoço mais tarde em virtude da troca do dia de terapia;2024-12-16 09:44:59;2024-12-16 09:44:59;
29f304ff-a795-436c-8862-1298158fd503;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-09-08;home_office;0;0;;2025-09-08 11:03:34;2025-09-08 11:03:34;
2d478cb6-a9f0-4c81-8869-6675e1ede08f;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-03-26;presencial;0;0;;2025-03-26 08:19:28;2025-03-26 17:18:20;
2f0813e7-9dd2-4244-8400-1c73a7d955bf;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-10-03;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
2f49b98f-bc55-4cae-9d7f-c18ecda24acc;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-10-24;home_office;1;1;Falta de luz em casa, batimento de saida: 16:47;2024-12-16 09:44:59;2024-12-16 09:44:59;
2ff3baae-664c-4bdd-8115-04e229dde021;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-12-16;home_office;0;0;Resolvendo e verificando o problema do retorno do STONE ACR IV;2024-12-16 09:44:59;2024-12-16 09:44:59;
30120e4e-8df1-411b-83f8-73cc5d724d24;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-08-22;home_office;0;0;;2025-08-22 12:21:12;2025-08-22 12:21:12;
30a8d93a-2e89-44db-9e58-442261e996c8;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-01-10;home_office;0;0;Dia de Terapia;2025-01-10 08:07:21;2025-01-10 08:07:21;
319ec039-ce08-4d05-b00e-1ad1cdcf42f1;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-06-30;presencial;0;0;Não precisava ter ido, Queiroga mudou a escala;2025-06-30 08:06:56;2025-07-01 08:25:57;
338f2622-7327-4547-9893-939b65f3303e;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-12-13;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
33db8a5b-78f9-45d4-afc2-f1e67c01bfe6;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-10-30;home_office;0;0;resolvendo problema do alume;2025-10-30 11:04:59;2025-11-03 20:06:54;
33f0146c-1c75-4128-8b5b-019e6e33406b;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-12-05;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
3441074b-2d1e-4d5a-88f8-531129186bd8;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-03-17;presencial;0;0;;2025-03-17 08:31:00;2025-03-17 14:27:24;
348f17b8-83b1-422b-8d03-573d475236e7;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-06-24;home_office;0;0;;2025-06-24 08:02:01;2025-06-24 08:02:01;
34924bf2-9109-4dd0-8b21-16d81b3042f0;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-10-14;home_office;0;0;;2025-10-14 17:07:08;2025-10-14 17:07:08;
3772d246-8605-4cc4-856d-e97728b1d750;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-05-15;home_office;0;0;;2025-05-15 08:01:07;2025-05-15 08:01:07;
38b987ae-dd06-4666-b566-886868ce18b0;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-02-26;presencial;0;0;Eu bati o ponto e almocei mais tarde em virtude de uma cessão da op Oceano;2025-02-26 08:10:58;2025-02-26 14:58:18;
397f02c4-bf59-40f3-a8ad-4995eea5bab3;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-06-03;presencial;0;0;;2025-06-03 12:52:14;2025-06-03 12:52:31;
39c7f326-7e45-491a-b62e-1717758ca84c;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-04-09;presencial;0;0;;2025-04-09 08:10:20;2025-04-09 08:10:20;
3a22ba9b-4116-4ce1-91db-62e19a2adbb8;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-04-16;presencial;0;0;;2025-04-16 08:07:25;2025-04-16 08:07:58;
3a2903fc-001a-46e8-9f32-bb8e0725dbd6;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-03-25;presencial;0;0;;2025-03-25 08:11:20;2025-03-25 08:11:20;
3a8ddd11-f889-4b5d-94b4-7875cdfbf5a7;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-09-22;home_office;0;0;;2025-09-22 15:44:53;2025-09-22 15:44:53;
3ae1ab66-cc49-41c4-b83c-0f7b65551cb0;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-11-12;home_office;0;0;;2025-11-12 15:45:41;2025-11-13 14:01:05;
3b0426a8-9acf-455b-807a-3edd53b8cb80;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-10-02;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
3bb176b4-74c0-4852-9d9d-6b1adada22d9;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-04-08;presencial;0;0;;2025-04-08 08:08:29;2025-04-08 08:08:44;
3c9785d1-fd40-430d-af1b-ad04841db74f;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-10-23;home_office;0;0;;2025-10-23 11:13:13;2025-10-24 12:28:36;
3f12d515-6358-45ec-976c-16b229b7e479;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-11-06;home_office;1;1;Fiquei até mais tarde acompanhando a operação fidc consignado publico xp, saida 19:00;2024-12-16 09:44:59;2024-12-16 09:44:59;
407a5253-fa9d-4543-9dc0-f176357cdc6c;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-07-15;home_office;0;0;Pediatra da Diana no leblon;2025-07-15 08:01:05;2025-07-21 10:23:18;
433b4707-6195-47be-894a-6ee09e3189ff;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-05-05;home_office;0;0;;2025-05-05 08:02:49;2025-05-05 08:02:49;
45d55538-6912-4e41-adee-885af86968f7;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-11-14;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
45e87d5d-2b19-4b09-9ddf-e07eb9e980df;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-04-28;home_office;0;0;;2025-04-28 08:06:29;2025-04-28 08:06:29;
474d3b37-c5e6-4a1f-96e2-c5fd4cf0e732;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-10-17;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
48c5324d-6acc-417a-9ec8-7fda67219640;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-07-03;home_office;0;0;;2025-07-03 08:02:03;2025-07-03 08:02:03;
49ddd497-cec2-4cc7-a28b-e3e094b5834d;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-08-29;home_office;0;0;;2025-08-29 12:32:31;2025-08-29 12:32:31;
4a0cd8d9-fc31-46f9-b52d-eaa0cd4cdd38;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-08-14;home_office;0;0;;2025-08-14 08:54:53;2025-08-19 08:45:23;
4a39d6c6-f693-4836-aaaa-c0589893ea97;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-02-13;home_office;0;0;;2025-02-13 08:04:25;2025-02-13 08:04:25;
4d05528a-4ad3-45a6-96fa-78148d219873;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-12-10;presencial;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
4d8fbe07-4fc3-4e56-b617-dd875dc8d8a9;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-11-13;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
4edfdc80-5fe8-44b8-aa92-7c3643d1e636;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-06-20;presencial;0;0;;2025-06-20 12:34:29;2025-06-23 09:47:43;
4f7eb41e-767b-4eff-bda6-3a6faadfea7c;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-04-22;presencial;0;0;;2025-04-22 08:06:49;2025-04-22 08:07:04;
51d6c8b8-5c8d-443f-9dec-495ac72d6c6c;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-11-04;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
51ffb91e-4e97-46be-b0a4-a224c838fc0a;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-02-11;presencial;0;0;;2025-02-11 10:34:23;2025-02-11 10:34:23;
527fbea8-e151-48f5-a827-995a74c64906;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-11-05;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
52872e75-de7b-45a3-8624-36e63e40ca9b;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-11-10;home_office;0;0;;2025-11-10 11:10:19;2025-11-10 20:10:36;
534902e1-88d1-41cc-aaa4-20f9851d3a7a;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-10-28;home_office;0;0;;2025-10-28 11:11:43;2025-10-28 20:21:22;
53dff2b8-861b-495d-bd2e-f307254ab4c0;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-07-10;presencial;0;0;;2025-07-10 08:00:08;2025-07-11 10:36:42;
5401bff5-3ec9-4e50-b862-7c72f254a68e;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-06-25;presencial;0;0;;2025-06-25 08:00:40;2025-06-25 13:28:22;
553f392f-781b-40aa-8b5e-bc5a2f8eb31f;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-10-15;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
56ff3237-5588-4883-bc60-120ab8d9f7ca;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-12-24;home_office;0;0;;2024-12-24 07:14:47;2024-12-24 07:14:47;
572327e5-c0f1-49a8-870e-92811b25c286;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-05-07;presencial;0;0;;2025-05-07 08:03:15;2025-05-09 15:30:32;
595d80e0-7f17-4646-8d02-7b77248bbe40;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-02-27;home_office;0;0;;2025-02-27 08:02:53;2025-02-27 08:02:53;
59762ef0-f868-437e-b997-744fe227aa97;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-10-15;home_office;0;0;;2025-10-15 11:13:28;2025-10-15 11:13:28;
598969c5-1466-4760-bf10-95a4e7ca1ed8;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-07-09;home_office;0;0;S12:45R13:02E17min;2025-07-09 08:00:50;2025-08-20 15:27:27;
5b4d422a-b9d0-4c0a-a35b-e50343ff0425;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-04-30;presencial;0;0;;2025-04-30 08:01:14;2025-04-30 12:12:23;
5d366be7-2bc8-4a58-bb1d-b8db2ab9ee1f;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-01-02;presencial;0;0;;2025-01-02 08:00:13;2025-01-02 08:00:13;
5f13a311-90ee-43a6-b28a-ba0f47193ffa;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-01-20;home_office;0;0;Plantão do feriado;2025-01-20 08:04:16;2025-01-20 08:04:16;
60201c4d-30f2-4874-a5a9-4229f69d26f2;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-06-18;home_office;0;0;;2025-06-18 08:08:18;2025-06-18 08:08:18;
60487dd6-c440-4446-a3b8-f03de4ecf516;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-09-15;home_office;0;0;;2025-09-15 11:03:02;2025-09-15 11:03:02;
60d5f868-8247-47b2-b06f-f6b020464bd8;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-09-18;home_office;0;0;E18:02S19:02;2025-09-18 11:03:45;2025-09-18 21:03:52;
619e0025-bd81-4390-8adc-0c382094aed1;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-08-13;home_office;1;0;;2025-08-13 08:05:01;2025-08-14 14:38:44;
621405e6-5e64-4e15-aa52-e1d3767c30e9;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-01-13;home_office;0;0;;2025-01-13 08:11:05;2025-01-13 08:11:05;
629f6e09-c52a-4a9d-a6b5-0066384da4a0;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-05-16;presencial;0;0;;2025-05-16 12:37:01;2025-05-16 12:37:19;
62dfa129-4116-4e5a-b9e2-86f574eea49d;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-03-18;home_office;0;0;;2025-03-18 08:03:44;2025-03-18 08:03:44;
63cb20b6-4c86-43fe-bd9d-eb1d4947ca15;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-11-11;presencial;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
666385d6-8e60-4f20-98b2-bc0e77bb3ea1;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-11-17;home_office;0;0;;2025-11-17 11:10:20;2025-11-17 20:26:30;
6949f4bb-d6f3-4681-9278-a84bd49eb8aa;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-04-14;presencial;1;1;Otimizando o critério de maiores devedores;2025-04-14 08:07:41;2025-04-30 12:27:21;
6a374e6a-14c0-44ee-bdef-0661542be1af;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-10-25;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
6f116418-a272-4b72-b609-22c348975597;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-02-04;presencial;1;0;Resolvendo problema da cessão da volks;2025-02-04 08:01:42;2025-02-04 08:01:42;
6f7350cc-8ea7-444c-b07f-b8a1a279efb8;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-02-28;home_office;0;0;;2025-02-28 08:02:00;2025-02-28 08:02:00;
6faa8800-dc74-44cf-8b52-a6d89af1004f;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-11-18;home_office;0;0;;2025-11-18 11:01:00;2025-11-18 16:57:36;
6ffd7549-f321-4b3e-bedc-79eb469bd956;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-11-27;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
705de0c7-0e6a-4d90-ad74-b359a1100dc6;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-08-12;home_office;0;0;;2025-08-12 08:33:30;2025-08-12 08:33:30;
7180f303-5711-4182-904b-60cd8a1bf2f6;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-01-17;presencial;0;0;;2025-01-17 08:04:55;2025-01-17 08:04:55;
719fa541-fedb-4534-a70e-c59dc55f2c5b;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-09-10;home_office;0;0;13:52T14:52 ponto não bateu;2025-09-10 11:03:43;2025-09-10 17:52:49;
71c8af7e-68d4-4552-8e5c-b53a370a320c;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-10-08;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
72c731cf-dfe1-4582-8e44-ef623267a93e;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-07-24;home_office;0;0;;2025-07-24 08:00:55;2025-07-24 08:00:55;
734f1b83-e4bf-4f4e-bca4-f48e20f6b376;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-01-15;presencial;0;0;;2025-01-15 08:03:08;2025-01-15 08:03:08;
74ed80b8-40fa-4eff-aa0f-0ed34b6412ef;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-06-27;presencial;0;0;;2025-06-27 08:41:16;2025-06-27 08:42:32;
75b76b4b-6599-46eb-be01-9346a7c6462f;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-09-19;home_office;0;0;;2025-09-19 16:42:10;2025-09-19 16:42:10;
77175792-c2b4-43e8-8695-6c587d255213;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-07-04;home_office;0;0;;2025-07-04 12:45:39;2025-07-04 12:45:39;
78072523-8eea-422b-92a5-274c12247c68;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-03-14;presencial;0;0;PSIQUIATRA 16:00;2025-03-14 08:06:28;2025-03-14 17:20:22;
7927b73f-dc3a-49ff-930e-e31e4a4b6885;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-12-27;home_office;0;0;;2024-12-27 08:16:18;2024-12-27 08:16:18;
793b8e05-f0d0-4971-aaac-5357aed6b229;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-05-12;home_office;0;0;;2025-05-12 08:03:31;2025-05-12 08:03:31;
799a8ac7-5e62-448f-ad75-a13ce1d73840;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-02-21;presencial;0;0;;2025-02-21 13:35:33;2025-02-21 13:35:33;
7bcb8c50-55ba-4495-a002-65a28828ccef;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-06-04;home_office;1;1;S12:51E13:11-20m;2025-06-04 08:02:12;2025-06-30 08:10:46;
7e0ceaf3-e4f7-4a44-af61-6c056bbddeb2;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-03-20;home_office;1;1;Almoço resultado do teste neuropsicologico;2025-03-20 08:02:30;2025-03-26 16:16:40;
7ecdf9f3-d623-4155-804a-27004709b543;4d25c7c3-0395-4b60-8ea2-937c8d573463;2024-11-29;home_office;0;0;;2024-12-16 09:44:59;2024-12-16 09:44:59;
7f0174ac-3bed-4c83-82ab-e34931bbcf82;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-06-05;home_office;0;0;S12:46E13:07ETA20min;2025-06-05 08:03:25;2025-06-05 13:07:24;
830e84f6-0155-4602-a2bb-52e6aa4eede1;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-08-18;home_office;1;0;sem vpn e sem ponto;2025-08-18 11:42:10;2025-08-18 12:31:06;
849f8e78-3088-48c4-8903-2c86b8ad1821;4d25c7c3-0395-4b60-8ea2-937c8d573463;2025-10-31;home_office;0;0;;2025-10-31 11:13:13;2025-10-31 20:03:13;
